"Time","Process CPU - healthcareorchestration"
2024-08-09 13:07:00,1.03%
2024-08-09 13:08:00,
2024-08-09 13:09:00,
2024-08-09 13:10:00,
2024-08-09 13:11:00,
2024-08-09 13:12:00,21.8%
2024-08-09 13:13:00,24.2%
2024-08-09 13:14:00,21.5%
2024-08-09 13:15:00,20.8%
2024-08-09 13:16:00,20.8%
2024-08-09 13:17:00,22.0%
2024-08-09 13:18:00,11.0%
2024-08-09 13:19:00,1.38%
2024-08-09 13:20:00,1.35%
2024-08-09 13:21:00,1.37%
