"dcount_cloud_RoleInstance",timestamp
"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,11,13,16,19,22,22,22,22,22,22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""2024-08-09T12:00:00.0000000Z"",""2024-08-09T12:00:30.0000000Z"",""2024-08-09T12:01:00.0000000Z"",""2024-08-09T12:01:30.0000000Z"",""2024-08-09T12:02:00.0000000Z"",""2024-08-09T12:02:30.0000000Z"",""2024-08-09T12:03:00.0000000Z"",""2024-08-09T12:03:30.0000000Z"",""2024-08-09T12:04:00.0000000Z"",""2024-08-09T12:04:30.0000000Z"",""2024-08-09T12:05:00.0000000Z"",""2024-08-09T12:05:30.0000000Z"",""2024-08-09T12:06:00.0000000Z"",""2024-08-09T12:06:30.0000000Z"",""2024-08-09T12:07:00.0000000Z"",""2024-08-09T12:07:30.0000000Z"",""2024-08-09T12:08:00.0000000Z"",""2024-08-09T12:08:30.0000000Z"",""2024-08-09T12:09:00.0000000Z"",""2024-08-09T12:09:30.0000000Z"",""2024-08-09T12:10:00.0000000Z"",""2024-08-09T12:10:30.0000000Z"",""2024-08-09T12:11:00.0000000Z"",""2024-08-09T12:11:30.0000000Z"",""2024-08-09T12:12:00.0000000Z"",""2024-08-09T12:12:30.0000000Z"",""2024-08-09T12:13:00.0000000Z"",""2024-08-09T12:13:30.0000000Z"",""2024-08-09T12:14:00.0000000Z"",""2024-08-09T12:14:30.0000000Z"",""2024-08-09T12:15:00.0000000Z"",""2024-08-09T12:15:30.0000000Z"",""2024-08-09T12:16:00.0000000Z"",""2024-08-09T12:16:30.0000000Z"",""2024-08-09T12:17:00.0000000Z"",""2024-08-09T12:17:30.0000000Z"",""2024-08-09T12:18:00.0000000Z"",""2024-08-09T12:18:30.0000000Z"",""2024-08-09T12:19:00.0000000Z"",""2024-08-09T12:19:30.0000000Z"",""2024-08-09T12:20:00.0000000Z"",""2024-08-09T12:20:30.0000000Z"",""2024-08-09T12:21:00.0000000Z"",""2024-08-09T12:21:30.0000000Z"",""2024-08-09T12:22:00.0000000Z"",""2024-08-09T12:22:30.0000000Z"",""2024-08-09T12:23:00.0000000Z"",""2024-08-09T12:23:30.0000000Z"",""2024-08-09T12:24:00.0000000Z"",""2024-08-09T12:24:30.0000000Z"",""2024-08-09T12:25:00.0000000Z"",""2024-08-09T12:25:30.0000000Z"",""2024-08-09T12:26:00.0000000Z"",""2024-08-09T12:26:30.0000000Z"",""2024-08-09T12:27:00.0000000Z"",""2024-08-09T12:27:30.0000000Z"",""2024-08-09T12:28:00.0000000Z"",""2024-08-09T12:28:30.0000000Z"",""2024-08-09T12:29:00.0000000Z"",""2024-08-09T12:29:30.0000000Z"",""2024-08-09T12:30:00.0000000Z"",""2024-08-09T12:30:30.0000000Z"",""2024-08-09T12:31:00.0000000Z"",""2024-08-09T12:31:30.0000000Z"",""2024-08-09T12:32:00.0000000Z"",""2024-08-09T12:32:30.0000000Z"",""2024-08-09T12:33:00.0000000Z"",""2024-08-09T12:33:30.0000000Z"",""2024-08-09T12:34:00.0000000Z"",""2024-08-09T12:34:30.0000000Z"",""2024-08-09T12:35:00.0000000Z"",""2024-08-09T12:35:30.0000000Z"",""2024-08-09T12:36:00.0000000Z"",""2024-08-09T12:36:30.0000000Z"",""2024-08-09T12:37:00.0000000Z"",""2024-08-09T12:37:30.0000000Z"",""2024-08-09T12:38:00.0000000Z"",""2024-08-09T12:38:30.0000000Z"",""2024-08-09T12:39:00.0000000Z"",""2024-08-09T12:39:30.0000000Z"",""2024-08-09T12:40:00.0000000Z"",""2024-08-09T12:40:30.0000000Z"",""2024-08-09T12:41:00.0000000Z"",""2024-08-09T12:41:30.0000000Z"",""2024-08-09T12:42:00.0000000Z"",""2024-08-09T12:42:30.0000000Z"",""2024-08-09T12:43:00.0000000Z"",""2024-08-09T12:43:30.0000000Z"",""2024-08-09T12:44:00.0000000Z"",""2024-08-09T12:44:30.0000000Z"",""2024-08-09T12:45:00.0000000Z"",""2024-08-09T12:45:30.0000000Z"",""2024-08-09T12:46:00.0000000Z"",""2024-08-09T12:46:30.0000000Z"",""2024-08-09T12:47:00.0000000Z"",""2024-08-09T12:47:30.0000000Z"",""2024-08-09T12:48:00.0000000Z"",""2024-08-09T12:48:30.0000000Z"",""2024-08-09T12:49:00.0000000Z"",""2024-08-09T12:49:30.0000000Z"",""2024-08-09T12:50:00.0000000Z"",""2024-08-09T12:50:30.0000000Z"",""2024-08-09T12:51:00.0000000Z"",""2024-08-09T12:51:30.0000000Z"",""2024-08-09T12:52:00.0000000Z"",""2024-08-09T12:52:30.0000000Z"",""2024-08-09T12:53:00.0000000Z"",""2024-08-09T12:53:30.0000000Z"",""2024-08-09T12:54:00.0000000Z"",""2024-08-09T12:54:30.0000000Z"",""2024-08-09T12:55:00.0000000Z"",""2024-08-09T12:55:30.0000000Z"",""2024-08-09T12:56:00.0000000Z"",""2024-08-09T12:56:30.0000000Z"",""2024-08-09T12:57:00.0000000Z"",""2024-08-09T12:57:30.0000000Z"",""2024-08-09T12:58:00.0000000Z"",""2024-08-09T12:58:30.0000000Z"",""2024-08-09T12:59:00.0000000Z"",""2024-08-09T12:59:30.0000000Z""]"
